height,timestamp,open,high,low,close
779265,1677927555,22343.03,22343.4,22339.5,22340.0
779266,1677928133,22343.14,22343.6,22340.31,22341.22
779267,1677928389,22341.91,22342.59,22341.44,22342.2
779268,1677928685,22342.73,22344.91,22341.92,22344.84
779269,1677929300,22350.78,22351.45,22350.07,22351.27
779270,1677929460,22352.09,22353.18,22351.68,22353.06
779271,1677929771,22345.82,22346.2,22344.54,22344.67
779272,1677929834,22344.67,22349.03,22344.02,22348.84
779273,1677930342,22355.12,22355.63,22353.55,22354.15
779274,1677931290,22350.87,22351.36,22347.09,22347.55
779275,1677931739,22359.42,22360.59,22358.88,22360.52
779276,1677932280,22359.25,22359.92,22358.7,22359.82
779277,1677933160,22354.13,22355.02,22353.12,22353.36
779278,1677934218,22354.43,22355.82,22354.34,22355.34
779279,1677935197,22379.02,22379.23,22377.56,22379.07
779280,1677935857,22373.86,22374.58,22372.51,22372.56
779281,1677935961,22372.98,22373.18,22370.67,22371.62
779282,1677936353,22371.1,22371.65,22370.41,22371.12
779283,1677937819,22367.06,22368.02,22366.66,22367.42
779284,1677937990,22366.96,22367.2,22364.6,22364.91
779285,1677938085,22364.91,22365.95,22364.55,22365.46
779286,1677938190,22365.05,22365.05,22362.68,22364.25
779287,1677938239,22364.25,22367.0,22364.25,22366.2
779288,1677938778,22352.83,22353.45,22352.17,22352.79
779289,1677939351,22352.34,22353.94,22352.29,22353.94
779290,1677939785,22363.77,22366.92,22363.13,22366.92
779291,1677942767,22351.53,22351.8,22350.78,22351.39
779292,1677942992,22352.85,22353.67,22351.87,22352.49
779293,1677943707,22349.1,22349.1,22347.62,22347.67
779294,1677944116,22343.78,22344.42,22341.21,22341.99
779295,1677944155,22343.78,22344.42,22341.21,22341.99
779296,1677944988,22336.45,22338.01,22335.63,22337.42
779297,1677945759,22319.0,22322.48,22318.84,22322.44
779298,1677945811,22322.44,22322.44,22317.89,22318.26
779299,1677945862,22318.26,22318.84,22298.93,22299.81
779300,1677946176,22319.12,22320.45,22318.61,22319.22
779301,1677946280,22320.11,22320.11,22313.24,22314.06
779302,1677947149,22325.29,22325.85,22324.17,22325.23
779303,1677948458,22326.66,22329.14,22326.43,22326.82
779304,1677948568,22327.15,22327.8,22322.67,22322.95
779305,1677949178,22324.35,22333.33,22324.35,22329.27
779306,1677949440,22325.71,22326.54,22323.28,22325.12
779307,1677949344,22327.22,22327.68,22325.7,22325.71
779308,1677949705,22324.72,22325.3,22323.57,22324.2
779309,1677950141,22322.86,22322.86,22320.94,22320.94
779310,1677950538,22332.37,22333.34,22330.89,22332.5
779311,1677950560,22332.37,22333.34,22330.89,22332.5
779312,1677950953,22323.73,22324.8,22323.43,22324.74
779313,1677952256,22315.83,22315.83,22311.69,22313.76
779314,1677952329,22314.58,22315.39,22312.49,22313.07
779315,1677952986,22311.99,22312.03,22308.45,22310.38
779316,1677953326,22268.91,22281.02,22268.91,22279.12
779317,1677953922,22305.36,22322.33,22304.61,22322.33
779318,1677954813,22322.82,22322.88,22320.61,22321.39
779319,1677955712,22318.19,22320.6,22318.14,22320.15
779320,1677955995,22323.8,22325.07,22322.29,22323.15
779321,1677956780,22322.73,22325.81,22321.0,22322.97
779322,1677957080,22323.11,22323.16,22320.62,22320.8
779323,1677957682,22290.58,22291.18,22289.49,22289.64
779324,1677957954,22290.77,22291.58,22289.8,22290.04
779325,1677958053,22286.08,22291.15,22285.74,22288.47
779326,1677958477,22282.22,22282.22,22256.35,22267.38
779327,1677958634,22267.28,22269.85,22265.27,22268.38
779328,1677959288,22270.49,22271.05,22255.13,22262.13
779329,1677961388,22247.98,22254.41,22243.7,22250.74
779330,1677961655,22253.17,22253.17,22243.65,22244.54
779331,1677961729,22244.54,22245.12,22235.6,22238.26
779332,1677961780,22238.26,22239.66,22235.95,22236.74
779333,1677962070,22249.47,22250.2,22239.93,22239.93
779334,1677964703,22209.5,22233.3,22209.5,22229.24
779335,1677964755,22229.24,22234.59,22224.9,22225.28
779336,1677965303,22232.71,22237.94,22229.8,22232.23
779337,1677965369,22232.23,22232.62,22223.49,22230.15
779338,1677965821,22210.9,22221.5,22208.81,22220.54
779339,1677965866,22210.9,22221.5,22208.81,22220.54
779340,1677966440,22221.7,22238.33,22218.8,22218.8
779341,1677966602,22212.57,22212.97,22202.97,22203.23
779342,1677966700,22203.23,22222.75,22203.22,22216.14
779343,1677967808,22212.31,22218.71,22211.84,22218.67
779344,1677968358,22236.77,22242.75,22236.77,22242.75
779345,1677968374,22236.77,22242.75,22236.77,22242.75
779346,1677968558,22248.28,22272.71,22248.1,22272.71
779347,1677968591,22272.71,22322.41,22272.71,22322.41
779348,1677970075,22341.14,22342.46,22334.29,22334.29
779349,1677970197,22316.89,22316.97,22308.17,22309.52
779350,1677970680,22305.37,22306.87,22298.24,22299.84
779351,1677971246,22323.72,22326.45,22321.97,22326.27
779352,1677972197,22327.07,22327.28,22320.01,22321.59
779353,1677972331,22321.43,22321.43,22313.23,22313.96
779354,1677973118,22337.37,22338.22,22335.97,22336.66
779355,1677973492,22328.89,22338.77,22328.89,22335.44
779356,1677975019,22342.17,22342.65,22340.49,22340.49
779357,1677976783,22343.29,22343.41,22340.73,22341.05
779358,1677976811,22341.05,22344.76,22338.33,22338.8
779359,1677977301,22332.2,22333.19,22331.56,22332.61
779360,1677977402,22338.54,22338.54,22332.87,22333.56
779361,1677977422,22338.54,22338.54,22332.87,22333.56
779362,1677978446,22360.89,22361.34,22350.75,22352.0
779363,1677978945,22392.84,22402.43,22389.81,22402.43
779364,1677979264,22596.81,22612.66,22587.18,22595.16
779365,1677980135,22582.78,22604.54,22581.45,22599.57
779366,1677980358,22609.66,22619.63,22606.43,22611.12
779367,1677980561,22608.65,22621.26,22604.2,22619.88
779368,1677980853,22617.47,22619.56,22611.74,22612.02
779369,1677980903,22612.02,22612.02,22602.23,22602.23
779370,1677981426,22569.18,22589.49,22568.8,22589.22
779371,1677981669,22598.08,22598.76,22590.07,22590.07
779372,1677981856,22589.09,22592.44,22585.21,22587.58
779373,1677982412,22593.4,22594.5,22588.33,22589.26
779374,1677982615,22588.56,22592.17,22588.01,22588.6
779375,1677984343,22338.36,22338.36,22309.11,22311.75
779376,1677986138,22417.69,22417.69,22403.61,22403.61
779377,1677986258,22414.52,22414.52,22406.0,22406.0
779378,1677986514,22423.78,22424.28,22418.27,22418.3
779379,1677986801,22407.45,22408.0,22380.56,22390.78
779380,1677986961,22398.5,22407.86,22398.47,22406.82
779381,1677988738,22391.42,22395.49,22384.97,22384.97
779382,1677989297,22433.99,22433.99,22418.1,22428.25
779383,1677989939,22449.53,22458.37,22446.81,22457.76
779384,1677989981,22457.76,22459.63,22455.02,22458.28
779385,1677990968,22419.7,22435.34,22419.7,22425.52
779386,1677992343,22448.54,22450.38,22444.13,22444.13
779387,1677992432,22444.13,22446.92,22443.76,22443.95
779388,1677992893,22429.95,22434.0,22423.24,22423.33
779389,1677992952,22423.33,22431.23,22421.38,22431.23
779390,1677993824,22434.12,22435.34,22432.36,22433.03
779391,1677994774,22403.09,22407.36,22403.07,22406.71
779392,1677997003,22415.7,22416.59,22406.68,22407.2
779393,1677997043,22407.2,22411.44,22407.2,22411.14
779394,1677997281,22421.98,22422.76,22418.9,22419.14
779395,1677997711,22410.91,22412.01,22409.84,22410.63
779396,1677998065,22413.97,22420.64,22413.73,22420.56
779397,1677998590,22423.31,22424.2,22423.25,22423.45
779398,1678000232,22384.4,22384.72,22375.99,22384.72
779399,1678000658,22387.95,22395.45,22386.37,22393.65
779400,1678001426,22390.8,22391.98,22390.8,22391.88
779401,1678001973,22391.02,22391.02,22389.54,22389.54
779402,1678002254,22387.46,22387.77,22385.79,22386.68
779403,1678002682,22374.94,22376.06,22374.76,22375.62
779404,1678002679,22374.94,22376.06,22374.76,22375.62
779405,1678002827,22375.73,22376.14,22372.93,22373.8
779406,1678002939,22377.15,22377.72,22375.16,22375.82
779407,1678004199,22391.62,22392.69,22384.5,22385.7
779408,1678005862,22351.56,22361.57,22351.56,22359.7
779409,1678006652,22334.64,22337.78,22334.21,22337.78
779410,1678007697,22370.12,22375.69,22369.66,22369.71
779411,1678008101,22373.42,22383.83,22373.42,22383.83
779412,1678008143,22383.83,22393.04,22383.45,22391.09
779413,1678008551,22372.5,22373.6,22369.3,22373.24
779414,1678008569,22372.5,22373.6,22369.3,22373.24
779415,1678008658,22373.24,22373.45,22371.33,22371.46
779416,1678008998,22383.2,22386.34,22382.99,22383.27
779417,1678009308,22377.65,22385.06,22376.99,22383.66
779418,1678009460,22382.74,22383.06,22379.96,22381.0
779419,1678009470,22382.74,22383.06,22379.96,22381.0
779420,1678009569,22383.42,22390.65,22383.42,22389.29
779421,1678010303,22376.09,22376.85,22375.19,22375.73
779422,1678010356,22375.73,22376.25,22369.64,22371.23
779423,1678010723,22376.04,22376.22,22371.83,22371.95
779424,1678011553,22368.49,22369.98,22368.07,22369.21
779425,1678011585,22368.49,22369.98,22368.07,22369.21
779426,1678011650,22369.21,22371.76,22368.59,22371.65
779427,1678012917,22404.88,22405.23,22403.38,22404.85
779428,1678013099,22404.22,22413.52,22403.44,22407.02
779429,1678013284,22397.74,22399.49,22397.46,22397.64
779430,1678013587,22403.63,22403.84,22396.1,22396.91
779431,1678013850,22398.98,22409.29,22398.78,22409.29
779432,1678014059,22412.56,22412.88,22410.96,22411.34
779433,1678014649,22418.88,22420.42,22418.32,22418.32
779434,1678015602,22402.56,22404.17,22400.46,22400.74
779435,1678015860,22410.73,22410.73,22409.14,22409.39
779436,1678016116,22406.28,22406.28,22402.89,22404.29
779437,1678016449,22394.37,22402.24,22394.37,22401.63
779438,1678016865,22392.7,22399.89,22392.54,22399.72
779439,1678017098,22397.36,22398.55,22397.35,22398.36
779440,1678018470,22402.22,22403.14,22401.42,22402.82
779441,1678019108,22400.52,22411.19,22400.22,22410.77
779442,1678019731,22408.32,22408.32,22404.09,22407.39
779443,1678020612,22402.38,22407.03,22400.29,22402.44
779444,1678023871,22480.23,22483.1,22456.98,22456.98
779445,1678023980,22457.07,22457.87,22450.33,22453.19
779446,1678024447,22462.73,22463.11,22456.28,22461.04
779447,1678024719,22471.4,22473.19,22467.37,22470.35
779448,1678025002,22467.0,22467.04,22450.24,22450.24
779449,1678025130,22456.07,22456.6,22448.67,22451.7
779450,1678026493,22459.03,22459.2,22455.05,22456.59
779451,1678026531,22459.03,22459.2,22455.05,22456.59
779452,1678027013,22431.77,22431.99,22423.66,22431.91
779453,1678029319,22443.78,22446.25,22443.41,22446.25
779454,1678031237,22441.67,22446.53,22441.67,22443.61
779455,1678032314,22442.52,22447.58,22442.5,22447.12
779456,1678033162,22437.06,22439.13,22430.27,22430.27
779457,1678033638,22445.3,22445.62,22441.27,22443.22
779458,1678035143,22448.41,22448.47,22446.49,22446.91
779459,1678035178,22448.41,22448.47,22446.49,22446.91
779460,1678035194,22446.91,22447.86,22445.6,22447.86
779461,1678035219,22446.91,22447.86,22445.6,22447.86
779462,1678035429,22444.75,22444.93,22438.0,22438.3
779463,1678035616,22444.59,22448.32,22444.59,22448.07
779464,1678036184,22443.12,22444.75,22442.51,22442.85
779465,1678036623,22437.92,22439.71,22437.85,22438.7
779466,1678037244,22439.65,22444.66,22439.47,22443.98
779467,1678037512,22442.2,22444.39,22442.17,22443.28
779468,1678038069,22445.77,22449.99,22445.77,22449.99
779469,1678038084,22445.77,22449.99,22445.77,22449.99
779470,1678038302,22449.75,22453.5,22449.0,22450.45
779471,1678039462,22435.54,22435.65,22432.44,22432.62
779472,1678040503,22437.55,22438.82,22437.36,22437.68
779473,1678041292,22435.31,22435.31,22429.96,22430.26
779474,1678041877,22436.1,22437.5,22436.0,22436.87
779475,1678042199,22437.59,22438.1,22436.7,22437.05
779476,1678042752,22433.78,22434.85,22433.16,22434.58
779477,1678043535,22440.16,22441.43,22439.04,22439.29
779478,1678043848,22441.29,22444.05,22441.2,22443.25
779479,1678044993,22392.84,22396.5,22390.4,22390.68
779480,1678045155,22397.19,22398.93,22396.58,22397.64
779481,1678045380,22399.06,22399.06,22395.52,22397.43
779482,1678046508,22401.89,22405.25,22401.89,22403.15
779483,1678046578,22403.15,22403.52,22401.69,22403.52
779484,1678047055,22400.87,22403.13,22399.11,22402.39
779485,1678047795,22416.37,22416.55,22412.69,22413.62
779486,1678047892,22413.62,22415.52,22412.63,22415.46
779487,1678048045,22413.63,22416.14,22411.74,22412.12
779488,1678048073,22413.63,22416.14,22411.74,22412.12
779489,1678048452,22402.87,22402.87,22401.35,22402.17
779490,1678048571,22401.0,22403.63,22399.5,22402.25
779491,1678049513,22408.72,22411.1,22408.3,22410.2
779492,1678050542,22410.0,22412.33,22409.87,22411.35
779493,1678050933,22481.99,22534.38,22481.99,22519.72
779494,1678050946,22481.99,22534.38,22481.99,22519.72
779495,1678051542,22473.82,22474.43,22466.87,22466.87
779496,1678051736,22469.07,22470.1,22465.91,22468.22
779497,1678051914,22445.58,22474.31,22445.58,22472.36
779498,1678052399,22449.47,22454.73,22448.74,22450.9
779499,1678052666,22360.57,22373.71,22360.57,22368.48
779500,1678052692,22360.57,22373.71,22360.57,22368.48
779501,1678052781,22386.69,22404.3,22386.6,22404.3
779502,1678053646,22488.02,22488.02,22471.26,22471.26
779503,1678054152,22429.15,22445.69,22427.53,22440.85
779504,1678055256,22434.03,22434.03,22409.34,22411.52
779505,1678056358,22431.9,22431.9,22427.83,22428.38
779506,1678056506,22431.96,22446.24,22431.96,22440.67
779507,1678056533,22431.96,22446.24,22431.96,22440.67
779508,1678056841,22424.42,22433.36,22424.08,22433.04
779509,1678057109,22433.74,22434.48,22433.51,22434.12
779510,1678058749,22393.87,22403.74,22390.62,22403.74
779511,1678060850,22430.25,22430.25,22420.14,22428.38
779512,1678061116,22433.84,22434.7,22421.83,22426.8
779513,1678061239,22432.1,22433.69,22428.77,22429.73
779514,1678062249,22432.28,22433.46,22429.51,22429.66
779515,1678062255,22432.28,22433.46,22429.51,22429.66
779516,1678064377,22446.4,22450.28,22446.4,22449.2
779517,1678064708,22438.79,22442.89,22435.97,22435.97
779518,1678064754,22438.79,22442.89,22435.97,22435.97
779519,1678066746,22412.62,22422.51,22411.65,22422.51
779520,1678066790,22412.62,22422.51,22411.65,22422.51
779521,1678067398,22400.6,22401.25,22393.2,22393.78
779522,1678067907,22397.89,22399.14,22384.32,22388.47
779523,1678068315,22356.91,22357.6,22343.92,22353.54
779524,1678068931,22336.57,22337.52,22332.44,22334.06
779525,1678071394,22391.53,22396.07,22389.81,22391.62
779526,1678072120,22397.14,22397.14,22386.93,22387.71
779527,1678072829,22376.13,22377.57,22374.51,22374.81
779528,1678072944,22382.23,22391.19,22382.23,22391.19
779529,1678074127,22387.87,22398.6,22387.33,22398.25
779530,1678074672,22390.19,22390.35,22387.95,22389.52
779531,1678075274,22389.05,22389.05,22384.59,22385.91
